lagoslakeid,sampledate,chla,lake_year
6543,8/24/2015,4.4,6543_2015
6543,9/8/2015,5.8,6543_2015
6543,6/15/2016,4,6543_2016
6543,6/27/2016,2.4,6543_2016
6543,7/11/2016,1.3,6543_2016
6543,7/19/2016,2.3,6543_2016
6543,8/2/2016,1.9,6543_2016
6543,8/25/2016,5.6,6543_2016
6543,9/6/2016,8.7,6543_2016
6543,9/13/2016,2.6,6543_2016
6543,6/16/2017,3.5,6543_2017
6543,6/30/2017,1,6543_2017
6543,7/17/2017,6.3,6543_2017
6543,7/30/2017,6.4,6543_2017
6543,8/8/2017,8.6,6543_2017
6543,8/22/2017,9.3,6543_2017
6543,9/7/2017,7.8,6543_2017
6543,9/14/2017,0.2,6543_2017
6543,6/12/2018,3.6,6543_2018
6543,6/28/2018,1.8,6543_2018
6543,7/9/2018,2.2,6543_2018
6543,7/24/2018,6.2,6543_2018
6543,8/16/2018,6.5,6543_2018
6543,8/21/2018,8.8,6543_2018
6543,9/6/2018,5,6543_2018
6543,9/14/2018,7.8,6543_2018
6546,6/23/2002,5.42,6546_2002
6546,7/14/2002,4.27,6546_2002
6546,8/4/2002,3.66,6546_2002
6546,8/12/2002,3.6,6546_2002
6546,8/25/2002,3.03,6546_2002
6546,9/3/2002,2.98,6546_2002
6546,9/22/2002,6.22,6546_2002
6546,9/29/2002,3.49,6546_2002
6546,7/13/2003,15.21,6546_2003
6546,7/20/2003,7.35,6546_2003
6546,7/29/2003,13.05,6546_2003
6546,8/12/2003,16.24,6546_2003
6546,8/19/2003,6.3,6546_2003
6546,8/24/2003,8.28,6546_2003
6546,9/7/2003,4.37,6546_2003
6546,9/21/2003,7.43,6546_2003
6546,7/5/2004,4.8,6546_2004
6546,7/18/2004,4.7,6546_2004
6546,7/25/2004,3,6546_2004
6546,8/1/2004,14.3,6546_2004
6546,8/8/2004,11.2,6546_2004
6546,9/6/2004,2.2,6546_2004
6546,9/12/2004,8,6546_2004
6546,9/26/2004,2.08,6546_2004
6546,6/5/2005,5.13,6546_2005
6546,6/26/2005,3.36,6546_2005
6546,7/4/2005,6.79,6546_2005
6546,7/17/2005,10.21,6546_2005
6546,7/31/2005,9.31,6546_2005
6546,8/15/2005,10.78,6546_2005
6546,8/28/2005,4.83,6546_2005
6546,9/11/2005,3.78,6546_2005
6546,6/25/2006,6.29,6546_2006
6546,7/9/2006,1.15,6546_2006
6546,7/24/2006,3.99,6546_2006
6546,8/6/2006,2.66,6546_2006
6546,8/13/2006,1.97,6546_2006
6546,8/28/2006,5.23,6546_2006
6546,9/11/2006,0.92,6546_2006
6546,9/24/2006,2.68,6546_2006
6546,7/5/2007,3.36,6546_2007
6546,7/15/2007,2.76,6546_2007
6546,7/28/2007,1.03,6546_2007
6546,8/12/2007,1.37,6546_2007
6546,8/19/2007,1.18,6546_2007
6546,9/3/2007,1.04,6546_2007
6546,9/18/2007,1.67,6546_2007
6546,9/30/2007,1.21,6546_2007
6546,6/8/2008,2.63,6546_2008
6546,6/22/2008,5.15,6546_2008
6546,7/6/2008,4.29,6546_2008
6546,7/22/2008,3.8,6546_2008
6546,7/28/2008,10.7,6546_2008
6546,8/3/2008,6.59,6546_2008
6546,8/23/2008,3.12,6546_2008
6546,9/1/2008,3.69,6546_2008
6546,9/14/2008,6.33,6546_2008
6546,6/14/2009,10.44,6546_2009
6546,6/29/2009,10.77,6546_2009
6546,7/14/2009,3.22,6546_2009
6546,7/26/2009,3.33,6546_2009
6546,8/9/2009,4.7,6546_2009
6546,8/30/2009,2.7,6546_2009
6546,9/13/2009,4.3,6546_2009
6546,6/23/2010,2.1,6546_2010
6546,7/6/2010,4.3,6546_2010
6546,7/20/2010,3.7,6546_2010
6546,8/3/2010,3.9,6546_2010
6546,8/17/2010,8.9,6546_2010
6546,9/14/2010,26.3,6546_2010
6546,9/21/2010,16.6,6546_2010
6546,9/29/2010,10.6,6546_2010
6546,6/4/2013,4,6546_2013
6546,6/23/2013,4.9,6546_2013
6546,7/7/2013,4.8,6546_2013
6546,7/22/2013,10.7,6546_2013
6546,8/5/2013,14.7,6546_2013
6546,8/20/2013,5,6546_2013
6546,9/9/2013,6.1,6546_2013
6546,9/29/2013,14,6546_2013
6546,6/8/2014,11,6546_2014
6546,6/22/2014,58.1,6546_2014
6546,7/6/2014,14.3,6546_2014
6546,7/13/2014,10.7,6546_2014
6546,7/27/2014,11.3,6546_2014
6546,8/24/2014,3,6546_2014
6546,9/1/2014,18,6546_2014
6546,9/14/2014,25.8,6546_2014
6546,6/2/2015,10,6546_2015
6546,6/14/2015,7.9,6546_2015
6546,7/5/2015,11.7,6546_2015
6546,7/19/2015,9.3,6546_2015
6546,8/2/2015,8.7,6546_2015
6546,8/23/2015,7.2,6546_2015
6546,9/7/2015,6.7,6546_2015
6546,9/20/2015,11.9,6546_2015
6546,6/14/2016,2.6,6546_2016
6546,6/26/2016,1.4,6546_2016
6546,7/10/2016,7.9,6546_2016
6546,7/24/2016,5.8,6546_2016
6546,7/31/2016,5,6546_2016
6546,9/5/2016,42.8,6546_2016
6546,9/11/2016,72.6,6546_2016
6546,9/19/2016,23.7,6546_2016
6546,6/4/2017,19.1,6546_2017
6546,6/18/2017,33.4,6546_2017
6546,7/4/2017,9.6,6546_2017
6546,7/16/2017,20.7,6546_2017
6546,7/30/2017,9.5,6546_2017
6546,8/13/2017,23.5,6546_2017
6546,8/30/2017,15.8,6546_2017
6546,9/17/2017,20.5,6546_2017
6546,6/3/2018,8.6,6546_2018
6546,6/17/2018,NA,6546_2018
6546,7/1/2018,8.5,6546_2018
6546,7/15/2018,10.5,6546_2018
6546,7/29/2018,8.9,6546_2018
6546,8/12/2018,5.8,6546_2018
6546,8/27/2018,7.5,6546_2018
6546,9/9/2018,10,6546_2018
6547,6/19/1986,1.48,6547_1986
6547,6/26/1986,2.15,6547_1986
6547,7/3/1986,3.26,6547_1986
6547,7/24/1986,2.74,6547_1986
6547,7/31/1986,13.2,6547_1986
6547,8/7/1986,5.85,6547_1986
6547,8/14/1986,4.07,6547_1986
6547,8/21/1986,5.7,6547_1986
6547,8/28/1986,13.7,6547_1986
6547,9/4/1986,20.3,6547_1986
6547,9/11/1986,15.8,6547_1986
6547,9/18/1986,14.6,6547_1986
6547,9/25/1986,4.22,6547_1986
6547,6/11/1987,5.3,6547_1987
6547,7/16/1987,6.2,6547_1987
6547,7/23/1987,4,6547_1987
6547,7/29/1987,6.3,6547_1987
6547,8/13/1987,26.6,6547_1987
6547,8/20/1987,1.8,6547_1987
6547,9/1/1987,18.6,6547_1987
6547,9/9/1987,53.3,6547_1987
6547,9/15/1987,47.4,6547_1987
6547,9/22/1987,48.5,6547_1987
6547,9/29/1987,17.5,6547_1987
6547,6/17/1988,3.18,6547_1988
6547,6/21/1988,3.12,6547_1988
6547,6/28/1988,2.29,6547_1988
6547,7/5/1988,2.15,6547_1988
6547,7/12/1988,2.37,6547_1988
6547,7/19/1988,6.81,6547_1988
6547,7/26/1988,6.59,6547_1988
6547,8/2/1988,4.96,6547_1988
6547,8/9/1988,3.33,6547_1988
6547,8/18/1988,0.71,6547_1988
6547,8/23/1988,20.7,6547_1988
6547,9/1/1988,17,6547_1988
6547,9/6/1988,25.2,6547_1988
6547,9/14/1988,27.4,6547_1988
6547,9/20/1988,5.77,6547_1988
6547,6/22/1989,2.44,6547_1989
6547,7/3/1989,9.68,6547_1989
6547,7/21/1989,15.8,6547_1989
6547,8/9/1989,5.77,6547_1989
6547,8/17/1989,8.61,6547_1989
6547,8/22/1989,5.09,6547_1989
6547,8/29/1989,1.7,6547_1989
6547,9/6/1989,45.3,6547_1989
6547,9/13/1989,11.8,6547_1989
6547,9/20/1989,34,6547_1989
6547,9/26/1989,12.4,6547_1989
6547,7/3/1990,26.2,6547_1990
6547,7/17/1990,4.72,6547_1990
6547,7/31/1990,7.42,6547_1990
6547,8/14/1990,12.1,6547_1990
6547,8/29/1990,10.7,6547_1990
6547,9/11/1990,10.9,6547_1990
6547,9/25/1990,15.3,6547_1990
6547,6/30/1992,4.08,6547_1992
6547,7/21/1992,28.9,6547_1992
6547,8/4/1992,11,6547_1992
6547,6/23/1993,3.4,6547_1993
6547,7/5/1993,4.42,6547_1993
6547,7/20/1993,13.1,6547_1993
6547,8/3/1993,6.29,6547_1993
6547,8/17/1993,9.62,6547_1993
6547,8/31/1993,12.6,6547_1993
6547,9/14/1993,8.16,6547_1993
6547,6/7/1994,4.27,6547_1994
6547,6/20/1994,5.24,6547_1994
6547,7/5/1994,10.4,6547_1994
6547,7/18/1994,6.09,6547_1994
6547,8/1/1994,22.6,6547_1994
6547,8/15/1994,11.1,6547_1994
6547,8/29/1994,4.07,6547_1994
6547,9/19/1994,10.9,6547_1994
6547,6/5/1995,7.39,6547_1995
6547,6/19/1995,9.86,6547_1995
6547,7/3/1995,4.03,6547_1995
6547,7/17/1995,10.6,6547_1995
6547,7/31/1995,15.7,6547_1995
6547,8/14/1995,19.9,6547_1995
6547,8/28/1995,17.2,6547_1995
6547,6/11/1996,2.8,6547_1996
6547,6/24/1996,1.9,6547_1996
6547,7/8/1996,5.7,6547_1996
6547,7/22/1996,11.2,6547_1996
6547,8/5/1996,6.9,6547_1996
6547,8/19/1996,11.2,6547_1996
6547,9/2/1996,24,6547_1996
6547,9/16/1996,15.3,6547_1996
6547,5/26/1997,4.98,6547_1997
6547,6/9/1997,2.68,6547_1997
6547,6/23/1997,3.08,6547_1997
6547,7/7/1997,4.09,6547_1997
6547,7/21/1997,3.74,6547_1997
6547,8/4/1997,4.91,6547_1997
6547,8/19/1997,1.67,6547_1997
6547,8/31/1997,8.32,6547_1997
6547,6/1/1998,1.04,6547_1998
6547,6/15/1998,7.01,6547_1998
6547,6/17/1998,0.7,6547_1998
6547,6/30/1998,8.23,6547_1998
6547,7/14/1998,5.45,6547_1998
6547,7/28/1998,7.56,6547_1998
6547,8/9/1998,8.35,6547_1998
6547,8/19/1998,6.2,6547_1998
6547,8/31/1998,8.45,6547_1998
6547,9/14/1998,13.3,6547_1998
6547,9/17/1998,9.8,6547_1998
6547,6/9/1999,3.96,6547_1999
6547,6/22/1999,4.91,6547_1999
6547,7/7/1999,6.55,6547_1999
6547,7/20/1999,2.49,6547_1999
6547,8/2/1999,2.7,6547_1999
6547,8/15/1999,3.15,6547_1999
6547,9/13/1999,3.14,6547_1999
6547,6/13/2000,9.6,6547_2000
6547,6/26/2000,5.05,6547_2000
6547,7/10/2000,5.5,6547_2000
6547,7/24/2000,8.15,6547_2000
6547,8/9/2000,5.55,6547_2000
6547,8/21/2000,6.25,6547_2000
6547,9/8/2000,17.1,6547_2000
6547,9/20/2000,8.05,6547_2000
6547,7/9/2001,2.68,6547_2001
6547,7/23/2001,1.9,6547_2001
6547,8/6/2001,8.8,6547_2001
6547,8/21/2001,7.1,6547_2001
6547,9/4/2001,12,6547_2001
6547,9/18/2001,20.2,6547_2001
6547,6/10/2002,3.67,6547_2002
6547,7/10/2002,7.04,6547_2002
6547,7/22/2002,3.46,6547_2002
6547,8/5/2002,3.8,6547_2002
6547,8/26/2002,0.19,6547_2002
6547,9/9/2002,0.86,6547_2002
6547,9/23/2002,4.26,6547_2002
6547,6/27/2003,1.29,6547_2003
6547,7/8/2003,1.79,6547_2003
6547,7/21/2003,6.85,6547_2003
6547,8/5/2003,6.75,6547_2003
6547,8/19/2003,6.8,6547_2003
6547,9/3/2003,11.36,6547_2003
6547,9/17/2003,6.86,6547_2003
6547,9/30/2003,9.92,6547_2003
6547,6/14/2004,1.59,6547_2004
6547,6/28/2004,1.3,6547_2004
6547,7/12/2004,1.9,6547_2004
6547,7/26/2004,6,6547_2004
6547,8/16/2004,9,6547_2004
6547,8/31/2004,10.9,6547_2004
6547,9/13/2004,14.6,6547_2004
6547,6/27/2005,1.93,6547_2005
6547,7/11/2005,4.56,6547_2005
6547,7/25/2005,6.18,6547_2005
6547,8/5/2005,2.76,6547_2005
6547,8/22/2005,5.51,6547_2005
6547,9/6/2005,3.91,6547_2005
6547,6/13/2006,1.56,6547_2006
6547,7/11/2006,0.94,6547_2006
6547,7/19/2006,19.43,6547_2006
6547,7/30/2006,2.39,6547_2006
6547,8/30/2006,4.58,6547_2006
6547,9/11/2006,11.17,6547_2006
6547,9/18/2006,13.77,6547_2006
6547,6/29/2009,2.51,6547_2009
6547,7/15/2009,3.47,6547_2009
6547,7/28/2009,5.35,6547_2009
6547,8/7/2009,4.54,6547_2009
6547,8/18/2009,3,6547_2009
6547,9/15/2009,3.5,6547_2009
6547,9/24/2009,0.8,6547_2009
6547,6/22/2010,3.9,6547_2010
6547,7/11/2010,2.2,6547_2010
6547,7/19/2010,5.1,6547_2010
6547,8/3/2010,2.9,6547_2010
6547,8/17/2010,2.3,6547_2010
6547,9/1/2010,2.2,6547_2010
6547,9/18/2010,10.2,6547_2010
6547,6/15/2011,2.3,6547_2011
6547,7/11/2011,5.1,6547_2011
6547,7/21/2011,9.4,6547_2011
6547,8/2/2011,4.9,6547_2011
6547,8/14/2011,19.7,6547_2011
6547,8/30/2011,27.8,6547_2011
6547,9/13/2011,40.2,6547_2011
6547,9/27/2011,67,6547_2011
6547,6/21/2013,3,6547_2013
6547,7/10/2013,9,6547_2013
6547,7/22/2013,0.8,6547_2013
6547,8/2/2013,5.9,6547_2013
6547,8/17/2013,6.9,6547_2013
6547,8/27/2013,23.3,6547_2013
6547,9/6/2013,20.6,6547_2013
6547,9/18/2013,66.8,6547_2013
6547,6/9/2014,2.6,6547_2014
6547,6/19/2014,11,6547_2014
6547,7/7/2014,1.4,6547_2014
6547,7/20/2014,1.8,6547_2014
6547,8/10/2014,0.5,6547_2014
6547,8/24/2014,12.9,6547_2014
6547,9/15/2014,3.2,6547_2014
6547,10/5/2014,5.7,6547_2014
6547,6/9/2015,5.5,6547_2015
6547,6/28/2015,2.8,6547_2015
6547,7/15/2015,1.5,6547_2015
6547,8/2/2015,2.3,6547_2015
6547,8/16/2015,2.1,6547_2015
6547,8/31/2015,2.6,6547_2015
6547,9/13/2015,9.7,6547_2015
6547,6/6/2016,2.9,6547_2016
6547,6/19/2016,5.4,6547_2016
6547,7/3/2016,13.9,6547_2016
6547,7/17/2016,1.2,6547_2016
6547,8/1/2016,2.5,6547_2016
6547,8/14/2016,1.2,6547_2016
6547,8/28/2016,0.2,6547_2016
6547,9/19/2016,4.9,6547_2016
6547,6/9/2017,4,6547_2017
6547,6/19/2017,6.3,6547_2017
6547,7/4/2017,1.5,6547_2017
6547,7/16/2017,5.5,6547_2017
6547,7/30/2017,4.1,6547_2017
6547,8/14/2017,5.2,6547_2017
6547,8/25/2017,9.9,6547_2017
6547,9/15/2017,2.7,6547_2017
6547,6/4/2018,NA,6547_2018
6547,6/25/2018,3,6547_2018
6547,7/9/2018,1.2,6547_2018
6547,7/22/2018,1,6547_2018
6547,8/5/2018,2.6,6547_2018
6547,8/18/2018,2.7,6547_2018
6547,9/9/2018,9.7,6547_2018
6547,9/30/2018,9.4,6547_2018
6550,6/28/1998,2.67,6550_1998
6550,7/12/1998,2.89,6550_1998
6550,7/25/1998,1.2,6550_1998
6550,8/10/1998,1.5,6550_1998
6550,8/24/1998,1.78,6550_1998
6550,9/7/1998,3.25,6550_1998
6550,6/6/1999,7,6550_1999
6550,6/20/1999,1.06,6550_1999
6550,7/5/1999,1.24,6550_1999
6550,7/18/1999,1.24,6550_1999
6550,8/1/1999,1.64,6550_1999
6550,8/23/1999,2.74,6550_1999
6550,9/6/1999,1.87,6550_1999
6550,5/27/2000,3.72,6550_2000
6550,6/11/2000,2.81,6550_2000
6550,6/25/2000,1.46,6550_2000
6550,7/9/2000,1.28,6550_2000
6550,7/23/2000,2.76,6550_2000
6550,8/6/2000,3.56,6550_2000
6550,8/20/2000,4.32,6550_2000
6550,9/5/2000,0.06,6550_2000
6550,6/16/2001,1.8,6550_2001
6550,7/1/2001,1.82,6550_2001
6550,7/21/2001,1.81,6550_2001
6550,8/12/2001,1.32,6550_2001
6550,8/26/2001,0.27,6550_2001
6550,9/8/2001,2.03,6550_2001
6550,9/23/2001,1.37,6550_2001
6550,6/15/2003,1.84,6550_2003
6550,6/29/2003,1.15,6550_2003
6550,7/13/2003,1.2,6550_2003
6550,7/27/2003,1.38,6550_2003
6550,8/10/2003,1.86,6550_2003
6550,8/31/2003,1.17,6550_2003
6550,9/14/2003,1.8,6550_2003
6550,6/11/2006,1.06,6550_2006
6550,7/2/2006,1.23,6550_2006
6550,7/23/2006,1.56,6550_2006
6550,8/6/2006,0.97,6550_2006
6550,8/20/2006,1.44,6550_2006
6550,9/3/2006,2.55,6550_2006
6550,9/17/2006,2.07,6550_2006
6550,6/25/2007,0.51,6550_2007
6550,7/7/2007,0.66,6550_2007
6550,7/29/2007,0.64,6550_2007
6550,8/12/2007,0.89,6550_2007
6550,8/26/2007,2.46,6550_2007
6550,9/9/2007,1.2,6550_2007
6550,9/30/2007,1.67,6550_2007
6550,6/15/2008,1.17,6550_2008
6550,7/6/2008,1.62,6550_2008
6550,7/20/2008,1.02,6550_2008
6550,8/3/2008,2.23,6550_2008
6550,8/17/2008,1.39,6550_2008
6550,8/31/2008,2.17,6550_2008
6550,9/14/2008,1.69,6550_2008
6550,6/7/2009,1.85,6550_2009
6550,6/21/2009,6.1,6550_2009
6550,7/5/2009,2.23,6550_2009
6550,7/19/2009,1.85,6550_2009
6550,8/9/2009,2.3,6550_2009
6550,8/23/2009,2.2,6550_2009
6550,9/6/2009,1.9,6550_2009
6550,9/20/2009,5.3,6550_2009
6550,5/30/2010,1.3,6550_2010
6550,6/13/2010,1,6550_2010
6550,6/27/2010,1.3,6550_2010
6550,7/11/2010,1,6550_2010
6550,7/25/2010,1.5,6550_2010
6550,8/8/2010,1.4,6550_2010
6550,8/22/2010,1.8,6550_2010
6550,9/5/2010,1.6,6550_2010
6550,5/29/2011,1.8,6550_2011
6550,6/11/2011,2.2,6550_2011
6550,6/26/2011,0.9,6550_2011
6550,7/10/2011,2.4,6550_2011
6550,7/24/2011,1.8,6550_2011
6550,8/7/2011,2.1,6550_2011
6550,8/21/2011,1.7,6550_2011
6550,9/4/2011,1.6,6550_2011
6550,6/2/2013,1.5,6550_2013
6550,6/16/2013,3.6,6550_2013
6550,7/8/2013,2,6550_2013
6550,7/21/2013,1,6550_2013
6550,8/4/2013,1.1,6550_2013
6550,8/15/2013,1.1,6550_2013
6550,9/1/2013,1.7,6550_2013
6550,9/15/2013,1.9,6550_2013
6550,5/25/2014,1.7,6550_2014
6550,6/15/2014,5.8,6550_2014
6550,6/29/2014,5.5,6550_2014
6550,7/20/2014,1.8,6550_2014
6550,8/3/2014,1.8,6550_2014
6550,8/16/2014,2.1,6550_2014
6550,8/31/2014,2,6550_2014
6550,9/14/2014,4.8,6550_2014
6550,5/29/2016,0.6,6550_2016
6550,6/12/2016,1.2,6550_2016
6550,6/26/2016,6.3,6550_2016
6550,7/17/2016,0.8,6550_2016
6550,7/30/2016,4.4,6550_2016
6550,8/14/2016,0.9,6550_2016
6550,9/4/2016,0.8,6550_2016
6550,9/17/2016,1.1,6550_2016
6550,6/18/2017,1.4,6550_2017
6550,7/2/2017,0.6,6550_2017
6550,7/16/2017,1.5,6550_2017
6550,7/30/2017,1.7,6550_2017
6550,8/13/2017,0.7,6550_2017
6550,8/27/2017,1.2,6550_2017
6550,9/17/2017,0.6,6550_2017
6550,6/10/2018,1.5,6550_2018
6550,7/8/2018,0.9,6550_2018
6550,7/22/2018,1,6550_2018
6550,8/5/2018,1.5,6550_2018
6550,8/18/2018,1.9,6550_2018
6550,9/2/2018,2.5,6550_2018
6550,9/15/2018,1.3,6550_2018
6550,9/30/2018,1.8,6550_2018
6552,6/17/1991,28.8,6552_1991
6552,7/1/1991,13.5,6552_1991
6552,7/14/1991,16,6552_1991
6552,7/29/1991,14.9,6552_1991
6552,8/11/1991,40,6552_1991
6552,8/25/1991,46.7,6552_1991
6552,9/8/1991,39,6552_1991
6552,9/22/1991,36.3,6552_1991
6552,6/7/1992,3.65,6552_1992
6552,6/21/1992,6.66,6552_1992
6552,6/30/1992,13.1,6552_1992
6552,7/14/1992,35.3,6552_1992
6552,7/26/1992,47.8,6552_1992
6552,8/9/1992,41.2,6552_1992
6552,8/23/1992,75.6,6552_1992
6552,9/7/1992,57,6552_1992
6552,6/13/1993,7.74,6552_1993
6552,7/5/1993,18.42,6552_1993
6552,7/25/1993,18.98,6552_1993
6552,8/8/1993,48,6552_1993
6552,8/22/1993,60.4,6552_1993
6552,9/6/1993,64.6,6552_1993
6552,9/19/1993,58.2,6552_1993
6552,6/5/1994,11,6552_1994
6552,6/20/1994,2.28,6552_1994
6552,7/4/1994,5,6552_1994
6552,7/18/1994,20.8,6552_1994
6552,7/31/1994,49.7,6552_1994
6552,8/15/1994,68,6552_1994
6552,8/26/1994,94.2,6552_1994
6552,9/11/1994,79.8,6552_1994
6552,7/30/1995,17.4,6552_1995
6552,8/13/1995,16.9,6552_1995
6552,8/27/1995,35,6552_1995
6552,9/10/1995,22.6,6552_1995
6552,6/16/1996,3.8,6552_1996
6552,6/30/1996,11.7,6552_1996
6552,7/14/1996,14.8,6552_1996
6552,7/29/1996,18.5,6552_1996
6552,8/11/1996,17.9,6552_1996
6552,8/27/1996,17.6,6552_1996
6552,9/11/1996,24,6552_1996
6552,9/29/1996,29.2,6552_1996
6552,6/15/1997,4.06,6552_1997
6552,6/29/1997,4.37,6552_1997
6552,7/13/1997,8.93,6552_1997
6552,7/30/1997,21.4,6552_1997
6552,8/19/1997,12.6,6552_1997
6552,9/1/1997,18.2,6552_1997
6552,9/16/1997,15.1,6552_1997
6552,9/28/1997,12.1,6552_1997
6552,6/28/1998,8.53,6552_1998
6552,7/12/1998,32.5,6552_1998
6552,7/26/1998,10.6,6552_1998
6552,8/9/1998,14.8,6552_1998
6552,8/23/1998,20.4,6552_1998
6552,9/8/1998,20.2,6552_1998
6552,9/20/1998,25.4,6552_1998
6552,6/13/1999,3.25,6552_1999
6552,6/27/1999,13.4,6552_1999
6552,7/11/1999,38.8,6552_1999
6552,7/25/1999,17.9,6552_1999
6552,8/8/1999,13.7,6552_1999
6552,8/22/1999,21.3,6552_1999
6552,9/5/1999,12.4,6552_1999
6552,9/19/1999,11.8,6552_1999
6552,6/11/2000,7.65,6552_2000
6552,6/25/2000,17.4,6552_2000
6552,7/9/2000,40.2,6552_2000
6552,7/23/2000,51.5,6552_2000
6552,8/6/2000,30.4,6552_2000
6552,8/20/2000,54,6552_2000
6552,9/4/2000,94.5,6552_2000
6552,9/17/2000,24.2,6552_2000
6552,7/1/2001,32,6552_2001
6552,7/15/2001,19.7,6552_2001
6552,7/29/2001,40.66,6552_2001
6552,8/26/2001,7.88,6552_2001
6552,9/9/2001,66.18,6552_2001
6552,9/23/2001,28.07,6552_2001
6552,6/23/2002,13.66,6552_2002
6552,7/7/2002,54.46,6552_2002
6552,7/21/2002,27.29,6552_2002
6552,8/4/2002,95.54,6552_2002
6552,8/18/2002,117.6,6552_2002
6552,9/8/2002,38.4,6552_2002
6552,9/21/2002,40.15,6552_2002
6552,6/15/2003,9.99,6552_2003
6552,6/29/2003,24.92,6552_2003
6552,7/13/2003,22.55,6552_2003
6552,7/28/2003,47.06,6552_2003
6552,8/10/2003,45.54,6552_2003
6552,8/24/2003,26.49,6552_2003
6552,9/7/2003,35.24,6552_2003
6552,9/21/2003,19.4,6552_2003
6552,6/27/2004,1.84,6552_2004
6552,7/11/2004,34.7,6552_2004
6552,7/25/2004,12.9,6552_2004
6552,8/8/2004,34.5,6552_2004
6552,8/22/2004,22.9,6552_2004
6552,9/6/2004,13.6,6552_2004
6552,9/19/2004,1.49,6552_2004
6552,6/18/2006,6.66,6552_2006
6552,7/4/2006,25.42,6552_2006
6552,7/24/2006,41.84,6552_2006
6552,8/7/2006,26.75,6552_2006
6552,8/22/2006,12.52,6552_2006
6552,9/4/2006,13.54,6552_2006
6552,9/18/2006,67.69,6552_2006
6552,7/4/2007,27.76,6552_2007
6552,7/17/2007,27.08,6552_2007
6552,7/30/2007,40.2,6552_2007
6552,8/13/2007,9.72,6552_2007
6552,9/3/2007,19.31,6552_2007
6552,9/16/2007,21.08,6552_2007
6552,9/19/2007,29.42,6552_2007
6552,5/31/2008,7.27,6552_2008
6552,6/15/2008,9.81,6552_2008
6552,7/8/2008,7.75,6552_2008
6552,7/22/2008,11.99,6552_2008
6552,8/5/2008,17.5,6552_2008
6552,8/17/2008,29.86,6552_2008
6552,9/1/2008,21.74,6552_2008
6552,9/14/2008,7.35,6552_2008
6552,6/16/2009,87.84,6552_2009
6552,7/5/2009,22.58,6552_2009
6552,7/19/2009,25.84,6552_2009
6552,8/2/2009,11.97,6552_2009
6552,8/16/2009,8.7,6552_2009
6552,9/1/2009,20.7,6552_2009
6552,9/16/2009,28.1,6552_2009
6552,6/27/2010,11.8,6552_2010
6552,7/11/2010,12.2,6552_2010
6552,7/25/2010,45,6552_2010
6552,8/7/2010,30.2,6552_2010
6552,8/27/2010,9.8,6552_2010
6552,9/12/2010,39.2,6552_2010
6552,9/26/2010,46.8,6552_2010
6552,6/19/2011,9.7,6552_2011
6552,6/29/2011,8.7,6552_2011
6552,7/10/2011,26,6552_2011
6552,7/24/2011,20.3,6552_2011
6552,8/8/2011,54.9,6552_2011
6552,9/11/2011,33.7,6552_2011
6552,9/25/2011,36.7,6552_2011
6554,6/3/2008,4.5,6554_2008
6554,7/9/2008,12.8,6554_2008
6554,7/14/2008,2.56,6554_2008
6554,7/27/2008,2.92,6554_2008
6554,8/10/2008,4.8,6554_2008
6554,8/24/2008,3.58,6554_2008
6554,9/7/2008,4.73,6554_2008
6554,9/9/2008,6.4,6554_2008
6554,9/21/2008,3.6,6554_2008
6554,6/13/2009,9.24,6554_2009
6554,6/27/2009,7.23,6554_2009
6554,7/11/2009,2.76,6554_2009
6554,7/25/2009,0.1,6554_2009
6554,8/8/2009,3.79,6554_2009
6554,8/23/2009,0.2,6554_2009
6554,9/6/2009,8.2,6554_2009
6554,9/20/2009,6.6,6554_2009
6554,6/20/2010,1.3,6554_2010
6554,7/4/2010,1.5,6554_2010
6554,7/18/2010,2.4,6554_2010
6554,8/1/2010,4.6,6554_2010
6554,8/14/2010,4.9,6554_2010
6554,8/28/2010,7,6554_2010
6554,9/11/2010,7.4,6554_2010
6554,9/24/2010,4.1,6554_2010
6554,6/19/2011,5.3,6554_2011
6554,7/10/2011,3.4,6554_2011
6554,7/24/2011,3.3,6554_2011
6554,8/7/2011,8,6554_2011
6554,8/20/2011,5,6554_2011
6554,9/4/2011,6,6554_2011
6554,6/9/2014,7.6,6554_2014
6554,6/22/2014,8.1,6554_2014
6554,7/7/2014,9.6,6554_2014
6554,7/21/2014,7.9,6554_2014
6554,8/4/2014,13.6,6554_2014
6554,8/17/2014,5.5,6554_2014
6554,9/8/2014,3.4,6554_2014
6554,9/22/2014,4,6554_2014
6554,6/7/2015,2.3,6554_2015
6554,6/20/2015,4.5,6554_2015
6554,7/11/2015,1.6,6554_2015
6554,7/25/2015,4.1,6554_2015
6554,8/9/2015,0.8,6554_2015
6554,8/22/2015,6.9,6554_2015
6554,9/5/2015,4.6,6554_2015
6554,9/21/2015,4.4,6554_2015
6554,7/3/2016,4.5,6554_2016
6554,7/18/2016,2.9,6554_2016
6554,7/29/2016,10.5,6554_2016
6554,8/21/2016,6.4,6554_2016
6554,8/28/2016,5.3,6554_2016
6554,9/20/2016,3.5,6554_2016
6554,6/26/2017,3.1,6554_2017
6554,7/10/2017,1.1,6554_2017
6554,7/31/2017,17.9,6554_2017
6554,8/15/2017,5.7,6554_2017
6554,8/29/2017,6.1,6554_2017
6554,9/12/2017,10.2,6554_2017
6554,9/26/2017,3.1,6554_2017
