"lagoslakeid","gnis_name","nhd_lat","nhd_long","lake_area_ha","lake_perim_meters","class","maxdepth","dr","colora","colort","chla_mean","tn.avg","tn.trend","tp.avg","tp.trend","np","trend.pptmean","trend.pptp95","trend.pptlag1","trend.tmaxmean","trend.tmaxp95","trend.tmaxlag1","wetland_pct","devel_pct","agri_pct","HU4zone","HU2zone","tsi","tsi.cat","LII_ecoregion"
6413,"Glen Lake",43.364511,-73.672993,132.5703043,8407.0212,"mountains",16.2,10.1384033407548,NA,14.479674796748,2.30269230769231,382.265873015873,-0.294540157239887,8.20892857142857,0.310723811599355,4.54170640868726,0.0368991597474271,0.0241050905713269,-0.0131692363811093,0.0436325297360594,0.0152799558508054,-0.0558803575082029,7.71,27.29,0.8,"0415","04",38.7823150578438,"oligotrophic","8.1"
6419,"Cuba Lake",42.250585,-78.292245,187.7687829,13753.7263,"mountains",14.9,34.1012492817303,NA,11.8872180451128,6.03659793814433,406.533482142857,-0.0498178745743604,16.6205357142857,0.197734376584887,3.94524163069324,0.0138044314527243,0.0249720740695442,-0.0238221343462661,0.0274858188687455,0.0107342773774135,-0.0509347528313308,0.55,2.48,23.23,"0501","05",48.2368162662305,"mesotrophic","8.1"
6423,"Teatown Lake",41.211499,-73.831771,16.2883606,2824.8983,"mountains",3.3,20.7105045611527,NA,36.9876543209877,32.4085245901639,509.18253968254,0.34259035414449,50.9747835497836,0.0453551712004497,3.16633707285767,-0.00553026010505868,-0.0276197526934548,-0.0308484210402891,0.0422603333826305,0.0178073327466843,-0.0357920448489764,4.27,12.55,0.69,"0203","02",64.7233148446331,"eutrophic","8.1"
6427,"Smith Pond",42.388761,-77.474481,18.22945598,1789.2765,"mountains",8,13.9636324133464,NA,46.8333333333333,33.87,1059.40401785714,0.309366698471502,53.3377976190476,0.0819228337519169,3.83342541244348,0.0274983565644176,0.0357142877923244,-0.0326347242601803,0.0445719165312006,0.0304713062161123,-0.0499254780971803,8.13,5.52,64.37,"0205","02",65.1560160315992,"eutrophic","8.1"
6428,"Somerset Lake",41.910104,-75.229014,23.54204632,2179.4581,"mountains",14,4.02977696800318,NA,10.4878048780488,2.16463157894737,388.902116402116,-0.165557534653796,9.37880952380952,-0.0765155121518916,4.39173201672319,0.0353966862954799,0.0457855413964482,0.0140967508614103,0.0390598452212227,0.0169644960126766,-0.0515424193632089,0.57,7,10.5,"0204","02",38.1757742225061,"oligotrophic","8.1"
6429,"Yankee Lake",41.586746,-74.55927,164.9299083,9620.3262,"mountains",7,3.87747185026477,NA,20.8181818181818,3.26394366197183,363.97619047619,-0.257281496448387,17.844246031746,-0.354635347423181,3.80512996026418,0.0310685840050703,0.0353102960591887,0.000798856758977767,0.0222351553091581,0.00179679454659425,-0.0491083434978591,1,9.62,0.17,"0204","02",42.2046038917358,"mesotrophic","5.3"
6432,"Effley Falls Pond",43.921671,-75.262354,126.7005417,10992.919,"mountains",6.5,13.784654734432,32.6666666666667,33.065,3.364,434.5,-0.114110811176816,6.9981684981685,-0.0365703243585777,4.97116620080508,0.0281829300902237,0.0170514294730275,-0.0198688096344179,0.0606378709785559,0.036595276225565,-0.0524893455709323,1.21,0.06,0.82,"0415","04",42.500812580106,"mesotrophic","5.3"
6433,"Mariaville Lake",42.826583,-74.130917,52.45209632,4490.3066,"mountains",4.8,5.10213511519762,NA,28.125,22.5826050420168,577.437662337662,0.0424315272105603,40.7611721611722,0.0485135470697719,3.48332295026251,0.0365416837258205,0.0354324237941081,0.000260342148270521,0.0512064771092124,0.020843307774579,-0.0591327563221338,10.73,12.54,1.48,"0202","02",61.1795350300102,"eutrophic","8.1"
6434,"Silver Lake",44.227003,-74.826388,48.65424644,4480.4751,"mountains",5.1,2.01628316884893,NA,11.9111111111111,3.985,382.296296296296,-0.0940594457516462,11.5267857142857,0.133330822832418,4.16572353926359,0.0317307363789596,0.0363070609533085,-0.00683487027689878,0.050633305812066,0.0252650374906732,-0.0532021424131557,4.3,4.76,0,"0415","04",44.1626910330958,"mesotrophic","5.3"
6436,"Galway Lake",43.030632,-74.075398,211.8031882,11428.634,"mountains",6.3,5.35585707486532,NA,14.008064516129,2.99351648351648,361.853741496599,-0.115350746662967,15.3809523809524,-0.00634912052579571,3.86843198533101,0.0327113383853633,0.0387112802856115,0.0124773782721547,0.0367907408349532,0.00891512760740163,-0.0548343642922946,13.9,6.58,13.87,"0202","02",41.3561625102594,"mesotrophic","8.1"
6439,"Lincoln Pond",44.143115,-73.573368,261.7941646,16830.4846,"mountains",7.7,10.9553211790726,NA,12.8157894736842,2.01070796460177,224.791666666667,-0.10340085465281,8.44964285714286,-0.0435463233470388,4.16048386533771,0.00816215918561444,0.0194605783292076,-0.0125821705947844,0.0416571625788528,0.0163789784659939,-0.0609381905425016,1.72,4.09,0,"0415","04",37.4521563050681,"oligotrophic","5.3"
6480,"Oquaga Lake",42.02232,-75.459366,55.4842929,3364.171,"mountains",35,3.66843620710538,NA,5.64761904761905,0.948490566037736,260.92,-0.120066538565192,5.55297619047619,0.111068034827586,4.59313621509549,0.0390223311434064,0.042024235372151,0.0148021507436878,0.0390970504525254,0.0188164700367475,-0.0517247765397843,0.62,4.88,6.03,"0204","02",30.0812134943347,"oligotrophic","8.1"
6490,"Seneca Lake",42.641671,-76.918376,17561.08827,127926.4594,"mountains",198.4,6.70479456567301,NA,3.01785714285714,2.44260869565217,NA,NA,10.496652712367,0.276133631313239,NA,0.027424494839462,0.0305022081627091,-0.0444442926893118,0.0270878464357108,0.0232711040335155,-0.0520235177364677,3.85,7.61,48.98,"0414","04",39.3609834023776,"oligotrophic","8.1"
6492,"Otter Lake",43.140154,-76.533086,116.0563115,6450.395,"mountains",3,2.94502521304065,NA,50.9565217391304,5.06025974025974,498.03125,0.0140509951993528,15.9888392857143,0.294843856215145,4.2864272938732,0.0227523631190743,0.0286516640042759,-0.00621576066197276,0.0384000109128088,0.0278160220332604,-0.0522336000966714,23.31,3.78,64.78,"0414","04",46.5061087558214,"mesotrophic","8.1"
6493,"Mirror Lake",44.290499,-73.980159,50.48510696,4036.74,"mountains",16.8,5.34625114321041,NA,9.15714285714286,1.09710144927536,NA,NA,NA,NA,4.52517789747804,0.0358120085619025,0.0326542998723243,-0.0179261413531993,0.0162911364778002,-0.00414750041253463,-0.0554934576332233,2.03,32.58,0,"0415","04",31.5091089438507,"oligotrophic","5.3"
6494,NA,42.817418,-73.399511,19.49854475,2762.7504,"mountains",11.5,3.31815464946429,NA,7.24698795180723,2.20728571428571,319.445238095238,-0.0641790393939937,9.11603174603175,-0.0143255381227176,4.33380963661282,0.034162620757082,0.0418212922174879,-0.023284197840661,0.0412281487073971,0.0264776434220728,-0.0609055151209336,0.28,5.86,0,"0202","02",38.3672006914782,"oligotrophic","5.3"
6496,"Lake Katonah",41.286256,-73.654828,10.13034253,1714.0983,"mountains",1.7,4.06413686685084,NA,27.8095238095238,48.463661971831,907.904761904762,-0.122148747341403,102.695436507937,0.00292892362304014,3.04360875286547,-0.00287590688126412,-0.00245044331187449,-0.0207871728638138,0.0222498823057245,-0.00470670634237727,-0.0354009525647755,0,57.46,0,"0203","02",68.6707880812122,"eutrophic","8.1"
6507,"Truesdale Lake",41.281311,-73.553776,36.96865884,4076.6472,"mountains",2.9,25.8247532574,NA,36.1020408163265,27.3908695652174,757.761904761905,0.258730393929531,57.9970238095238,0.0683043304122299,3.34988512099184,-0.00890269135185402,-0.0156656064247884,-0.0210731103281984,0.00263833535963156,-0.0188597746038812,-0.0312815039990855,15.78,16.01,2.96,"0203","02",63.073157454386,"eutrophic","8.1"
6509,"Chenango Lake",42.582642,-75.441489,55.43149789,3194.6861,"mountains",10,2.25870766560301,NA,8.825,3.5701652892562,324.78835978836,-0.11081355799856,10.9848484848485,-0.12068109772207,4.17308585052881,0.0393801204111839,0.0352228111016866,-0.00390385615299801,0.0235018886145798,-0.000352568052149622,-0.0514152900022143,4.87,0.14,0,"0205","02",43.084322682409,"mesotrophic","8.1"
6519,"Eaton Reservoir",42.860513,-75.699101,102.4663315,7822.5273,"mountains",13,18.9793425950845,NA,6.52830188679245,4.50346666666667,NA,NA,7.8014134855044,-0.231302728601337,4.09251918056389,0.0206691108842393,0.00982481500769119,-0.0177744114094776,0.0288446840066869,0.0104507759004366,-0.0529386310284585,5.84,0.81,19.24,"0205","02",45.3625536862299,"mesotrophic","8.1"
6521,"Cossayuna Lake",43.205669,-73.423234,273.0913417,14085.9143,"mountains",8,9.3833720433913,NA,16.4923076923077,19.7517213114754,529.113756613757,-0.00733389746267105,29.6375661375661,-0.074330172102302,3.68319916667369,0.0379381685111305,0.0506488873302695,0.00905134329193193,0.0526337244583641,0.0360507445166069,-0.0609960596484928,8.14,5.88,22.45,"0202","02",59.8655907035211,"eutrophic","5.3"
6529,"Bradley Brook Reservoir",42.834277,-75.661294,56.37574633,3758.0671,"mountains",8.2,4.44578670644802,NA,5.96261682242991,4.34445652173913,NA,NA,10.7498453927025,0.0871934234713381,4.13265666542314,0.0235202816605938,0.0192633475416874,-0.0108519772904576,0.0256862483160413,0.0090059858915097,-0.0528933993706787,4.12,0.43,20.4,"0205","02",45.0099155686896,"mesotrophic","8.1"
6530,"Canada Lake",43.161608,-74.537847,361.0011235,26427.7827,"mountains",38,15.0329654140259,16.8,19.5775862068966,1.78921739130435,398.617724867725,-0.0407789637314271,7.23642575373345,-0.105312482420558,4.76130244293788,0.011657718926851,0.00652726885011172,-0.00205541666249123,0.0247865849059358,0.00810877436823808,-0.0512672875992902,16.93,2.24,0.03,"0202","02",36.3072452474497,"oligotrophic","5.3"
6534,"Tuscarora Lake",42.866518,-75.755892,126.8740977,7498.6085,"mountains",12.7,10.0939241201792,NA,6.77884615384615,5.10607692307692,NA,NA,11.4473106060606,-0.0285138206324868,4.06856285820528,0.0126207633213797,0.00544241423203345,-0.0152797926725967,0.0312516687988145,0.0108415975588142,-0.0519031855987173,3.71,3.93,21.89,"0414","04",46.5945318764344,"mesotrophic","8.1"
6537,"Lake Como",42.677506,-76.302437,25.97725467,3429.2752,"mountains",6.5,34.6635906734174,NA,16.1095890410959,9.76716312056738,888.065476190476,-0.273963526032967,19.8595779220779,0.0918983486738614,4.27432560958856,0.00715205742912506,0.0226430068489349,-0.0250769970385294,0.0189655746041136,0.000203674582628855,-0.0468361606687798,5.51,4.13,36.66,"0414","04",52.9572456242756,"eutrophic","8.1"
6542,"Deer Lake",42.059384,-75.55355,11.96266262,1893.9748,"mountains",3.1,42.3416107926648,NA,26.7090909090909,14.4690217391304,469.421768707483,0.147401240356793,35.5102040816327,0.215513110124061,3.3218035771826,0.0316651164817621,0.038000503101384,0.0117280339298386,0.0384265044987227,0.0164580213470578,-0.050464742402326,1.81,4.61,2.38,"0204","02",56.8124174350424,"eutrophic","8.1"
6543,"Saratoga Lake",43.016463,-73.740774,1526.575366,20876.5629,"mountains",28.9,31.6049581662121,NA,16.046511627907,6.1589156626506,376.855442176871,0.162544998417907,20.437074829932,-0.364365737840171,3.64603399483814,0.0404780665549382,0.0415466991419684,0.000589220806423251,0.0391116942634415,0.0153091733851643,-0.0554887023523144,19.95,13.4,12.75,"0202","02",48.4336061932812,"mesotrophic","8.1"
6546,"Plymouth Reservoir",42.588101,-75.651126,31.99636383,2208.3428,"mountains",3.1,7.5016824528964,NA,30.8015267175573,9.07176470588235,421.626984126984,-0.0213879827197069,19.9543650793651,-0.0834385940385899,3.88888679506721,0.0243604790212898,0.0311602899771338,-0.0125444626012325,0.0309287502017971,0.00483178677324555,-0.0495110909087562,8.05,3.72,0,"0205","02",52.2326864095198,"eutrophic","8.1"
6547,"Lake Moraine",42.855758,-75.517344,98.28354113,11650.8677,"mountains",13.5,19.9304931779883,NA,12.0512820512821,8.74909871244635,510.5875,-0.0068195332939641,15.734683692376,0.049139220482629,4.10397471435983,0.0305279058549739,0.0290744486348863,-0.00730514791427867,0.0316473856465174,0.0143525957992093,-0.0541986968816242,4.13,2.07,43.34,"0205","02",51.877406276477,"eutrophic","8.1"
6550,"Anawanda Lake",41.857176,-74.963056,16.55762591,1721.3332,"mountains",13.8,3.65623444261038,NA,4.73684210526316,1.89747899159664,337.459523809524,-0.148613953258481,5.88392857142857,0.111873355582314,4.70299917139456,0.0297812139422658,0.0458544466441178,0.0287527534773996,0.0396961520726859,0.0196501243226403,-0.0520458413332502,0.3,1.18,0,"0204","02",36.8835616159056,"oligotrophic","8.1"
6552,"Duanespurg Reservoir",42.797472,-74.184014,12.98882552,2668.9855,"mountains",5.1,11.9080928188494,NA,13.1082802547771,27.8711724137931,706.617857142857,0.122583059960318,34.0926870748299,0.017711354434077,3.81110616377361,0.0376611161493141,0.0345873227829862,0.00259942996291486,0.0556714540830975,0.0248638801526292,-0.0618356660384121,7.68,4.89,31.41,"0202","02",63.2436864259339,"eutrophic","8.1"
6554,"Tuxedo Lake",41.196985,-74.209158,121.1468354,7103.9619,"mountains",19,6.10668338844615,NA,15.3333333333333,5.34560606060606,NA,NA,NA,NA,3.83049261137415,0.00790220121142756,0.00203338657887581,-0.0314006043621208,0.0310194756742025,0.0070575447169879,-0.0342763393784547,3.25,13.3,0.25,"0203","02",47.0442570277457,"mesotrophic","5.3"
6560,NA,42.644604,-73.435524,5.115559242,983.3272,"mountains",5.1,11.9831979594148,NA,26.2333333333333,2.816375,404.729166666667,0.0127047891011212,9.42532467532468,0.0672039732768492,4.47197422248245,0.00682208247885367,0.0135937748164385,-0.0387028825240859,0.0397584481762869,0.0243924762130007,-0.0608967139992295,5.85,4.39,0,"0202","02",40.7577703569959,"mesotrophic","5.3"
6562,"Indian Lake",41.373102,-73.887705,17.98282014,3083.4344,"mountains",19,4.08238392579508,NA,11.5730337078652,3.17851063829787,510.385204081633,-0.107726834901557,17.7244897959184,0.112368442574944,4.05553167272659,-0.00874889618887601,-0.00622973790747467,-0.0188977053446917,0.0231094943401736,-0.000552769968054215,-0.039343281880736,1.46,9.99,0,"0203","02",41.9444089239163,"mesotrophic","5.3"
6922,"Beaver Lake",42.045607,-75.665484,15.39322896,1926.2158,"mountains",5.5,10.4136590001062,NA,15.6741573033708,17.2101098901099,389.352678571429,0.0845422782939505,23.4516369047619,-0.028412378849739,3.55993240610187,0.0373575522329356,0.0463521683061284,0.0127436026791548,0.0362531551770541,0.0138610729671575,-0.0488470570724316,0,2.25,0.9,"0205","02",58.5143255253703,"eutrophic","8.1"
6944,"Robinson Pond",42.118904,-73.555705,41.41253057,8265.8104,"mountains",9,203.463388569254,NA,31.9459459459459,18.0242253521127,935.50119047619,0.210645026412481,41.427380952381,-0.425641946766896,4.0971875908934,0.0272938049296564,0.0274094325589639,-0.022199491507867,0.0306176947218246,0.0058193756439303,-0.0494057185185524,5.14,6.84,30.67,"0202","02",58.9677408853016,"eutrophic","5.3"
6953,NA,43.501572,-75.956481,15.54236056,9310.1747,"mountains",2.9,139.464243840705,NA,52.6969696969697,5.60378947368421,608.683928571429,0.0312912593905258,18.0372023809524,-0.044142718280114,4.39281153508137,0.0100972922091087,-0.0173026057615632,-0.00158119320409926,0.04993081004542,0.039367030705364,-0.0590376515600026,16.31,0.56,9.22,"0414","04",47.5069764246608,"mesotrophic","5.3"
6973,"Butterfield Lake",44.318321,-75.774929,417.3819499,24219.4615,"mountains",14.6,4.42519234107397,NA,13.7584269662921,9.17646341463415,556.416666666667,0.0700429561947551,16.3208791208791,0.0214115640784751,4.2326201991934,0.0545593988660284,0.0439784260121552,0.00678481654095832,0.0495841717062427,0.0382582148235334,-0.0535551220198638,17.71,3.82,9.63,"0415","04",52.345256857068,"eutrophic","8.1"
7040,"Lake Peekskill",41.34007,-73.882607,23.67234169,2700.6988,"mountains",7.5,5.73603394958431,NA,10.2087912087912,11.9092156862745,512.962962962963,0.0371090385035871,28.7595899470899,0.0967929242165,3.3393711856531,-0.0101066642160312,-0.00898025577135095,-0.0316576541158138,0.0317010349618316,0.00714012118062079,-0.0391894077180632,6.47,46.46,2.4,"0203","02",54.9024358979272,"eutrophic","5.3"
7124,"Horseshoe Pond",44.668318,-74.290408,19.59121109,3783.5156,"mountains",2.8,54.0267447039181,NA,83.875,4.68076923076923,473.002645502646,0.0415197534320032,18.2440476190476,0.058360875560465,3.97845868862664,-0.0154014895383841,-0.0155167774022679,-0.0223368108007333,0.0410199491681732,0.022374893022203,-0.0587362690793139,11.46,5.17,0.31,"0415","04",45.7413667519453,"mesotrophic","5.3"
7126,"Millsite Lake",44.291032,-75.775616,197.0613725,12294.0622,"mountains",24,2.00453700635826,NA,6.71818181818182,1.78592307692308,354.954761904762,-0.0381707741672184,8.18769841269841,0.11560236026594,4.46110758960273,0.0544741860461023,0.0476517791726011,0.00487315065350858,0.0500533271374105,0.0393223330611944,-0.0535094444627567,5.83,0.39,5.39,"0415","04",36.2891663867649,"oligotrophic","8.1"
7128,"Fulton Chain Lakes",43.719821,-74.923776,459.8781643,32784.469,"mountains",15.2,6.89857528641092,NA,20.0171428571429,3.84338983050847,418.832142857143,-0.195382148976019,9.01178075396825,-0.00437553181861524,4.57713582197815,0.0170304872414155,0.00153300115023997,-0.0340440586361816,0.0477586917826112,0.0238334712338563,-0.0525236099046437,5.63,1.47,0.06,"0415","04",43.8077400538493,"mesotrophic","5.3"
7135,"Friends Lake",43.625937,-73.844572,181.1612854,11671.6646,"mountains",9.1,6.44129694941986,NA,10.9811320754717,2.62389473684211,286.430776014109,-0.075805483745176,11.7222222222222,-0.172055175321863,3.95494101113699,0.0251160150465408,0.026523566343974,-0.0239797140388655,0.0628155239488446,0.0513347400516173,-0.0574099790185459,4.15,4.99,2.71,"0202","02",40.0633121940431,"mesotrophic","5.3"
7150,"Pleasant Lake",43.188472,-74.599857,98.29473047,6412.9546,"mountains",14.3,4.14474135950088,NA,17.6612903225806,2.74350649350649,340.203703703704,0.011379677847097,7.80779220779221,0.00411064275491778,4.49447699385743,-0.00234726136693354,-0.00495289445473874,-0.0104295008029672,0.0329696477979694,0.0114294849880565,-0.0525776227499107,14.77,2.63,0,"0202","02",40.5006134434031,"mesotrophic","5.3"
7151,"Schroon Lake",43.788272,-73.772977,1722.781629,52918.0164,"mountains",44,20.9180213402427,NA,18.4715447154472,2.03688311688312,324.547619047619,-0.136329498010287,9.00992063492063,0.20292673895529,4.27645804887471,0.0346941919754432,0.034671022848407,-0.0208054092517662,0.0680585960686486,0.057182627904263,-0.0620687000640359,5.53,4.75,0.15,"0202","02",37.5790376121461,"oligotrophic","5.3"
7153,"Grass Lake",44.334635,-75.714554,138.0726348,12292.2339,"mountains",15.4,3.59470124271142,NA,17.7647058823529,2.50011363636364,612.395833333333,-0.320299063351632,16.547619047619,0.0778938132526897,4.47760104034732,0.0484675570025416,0.0417294881306299,-0.00366545149419228,0.0471554050954786,0.0334892153590377,-0.0537920419140757,12.47,0.34,0.73,"0415","04",39.5892579786424,"oligotrophic","8.1"
7154,"Beaver Dam Lake",42.390943,-73.895492,16.27717709,3111.467,"mountains",7.5,13.9171482037368,NA,42.72,41.130625,NA,NA,NA,NA,3.3797842019354,0.0442685125424654,0.0322218727642962,-0.0149040781776072,0.0326108499881791,0.00401516639913778,-0.0598645525952448,12.73,5.91,2.62,"0202","02",67.0613467126866,"eutrophic","8.1"
7156,"Warn Lake",42.374539,-75.646292,12.88122901,1465.8436,"mountains",8,26.4806607921646,NA,21.6846846846847,4.50867256637168,459.400793650794,-0.0380589655520826,12.4678571428571,0.0613614048308165,4.36663696879115,0.0415178596116128,0.0584627738580372,-0.0107813410102404,0.0329547109211779,0.0109463849510855,-0.0504516873850347,5.6,9.12,36.2,"0205","02",45.3738872620804,"mesotrophic","8.1"
7160,"Ellis Lake",42.470454,-75.874322,16.53716249,1717.6156,"mountains",4.7,24.7715624943345,NA,24.1666666666667,9.16375,513.821428571429,0.111472656317526,18.5068681318681,0.133161093144385,4.08642230918656,0.0336818955201753,0.0412162403381959,-0.0152277543024011,0.0310199576369063,0.00792911753317123,-0.0477052936863914,4.93,3.54,45.38,"0205","02",52.331656293681,"eutrophic","8.1"
7168,"Queechy Lake",42.406956,-73.415909,57.17588302,5252.9197,"mountains",12.5,5.73461766537663,NA,12.9539473684211,2.13620689655172,402.466666666667,-0.158963351290569,8.42517006802721,0.00622162256003837,4.60506086079366,0.0155201419557599,0.032680891732909,-0.0380358348357475,0.0378290235079466,0.0230082242856586,-0.0594800957491669,2.52,9.82,4.22,"0202","02",38.0461017430499,"oligotrophic","5.3"
7169,"Caroga Lake",43.132425,-74.490168,223.689605,13368.4587,"mountains",15,7.96643765364063,NA,12.7482993197279,3.14820895522388,379.52380952381,-0.0190901787783423,8.40476190476191,0.0303467938456298,4.46689926005461,0.0195585403311439,0.0160922621761132,-0.000435271172546124,0.0165666117154735,0.00501382338478842,-0.0506848440462717,11.98,8.43,0.58,"0202","02",41.8504386508394,"mesotrophic","5.3"
7171,"Earlville Lake",42.760517,-75.557851,11.0760987,1597.2665,"mountains",10,434.844064905272,NA,7.42727272727273,4.70520547945206,NA,NA,10.7827380952381,0.000725627046230494,4.58044373389064,0.0435676278666463,0.0373475642653658,0.00136291808724562,0.0261015044903118,0.00954250565436101,-0.053318804939278,9.38,10.01,30.32,"0205","02",45.7924472520743,"mesotrophic","8.1"
7173,"Hunt Lake",43.260021,-73.905631,55.49814545,3764.1615,"mountains",8,9.49574606010551,NA,7.64761904761905,3.45801587301587,312.732142857143,-0.146515040769465,7.03754578754579,0.0702756629197954,4.46760206116799,0.0032272416504998,0.00835881387412369,-0.00385278337737033,0.0349281928204026,0.00783298495819497,-0.0610361309737974,1.9,0.84,0,"0202","02",42.7712177290858,"mesotrophic","5.3"
7175,"Eagle Pond",44.669235,-74.273904,16.74124396,2071.3736,"mountains",1.9,6.41168884800123,NA,16.2666666666667,2.69733333333333,NA,NA,NA,NA,3.99264654850048,-0.0154014895383841,-0.0155167774022679,-0.0223368108007333,0.0410199491681732,0.022374893022203,-0.0587362690793139,2.34,1.34,0,"0415","04",40.3341062165528,"mesotrophic","5.3"
7379,"Oscaleta Lake",41.296539,-73.561543,26.82113482,2912.6993,"mountains",11.5,11.8850701634853,NA,16.7857142857143,6.92968421052632,433.910714285714,-0.369382114320053,20.3740079365079,-0.249683884635264,3.87970216812733,-0.00890269135185402,-0.0156656064247884,-0.0210731103281984,0.00263833535963156,-0.0188597746038812,-0.0312815039990855,9.96,7.92,1.86,"0203","02",49.5903377306668,"mesotrophic","8.1"
7382,"Peach Lake",41.362964,-73.579775,99.18316363,5361.8952,"mountains",9,3.67431981560397,NA,18.8461538461538,12.194,733.117142857143,-0.29527085873016,25.357619047619,0.239233541279412,3.9913116599743,0.00327010009259246,-0.0044996691250487,-0.0346956190057186,-0.0103898323999208,-0.0271101547369216,-0.0316725191385489,7.64,24.35,22.9,"0203","02",55.134260909634,"eutrophic","8.1"
7402,"Echo Lake",42.385532,-75.850679,24.56335797,2145.4953,"mountains",9.2,10.0664264960024,NA,21.6320754716981,3.81378048780488,355.555555555556,-0.0883963818972894,9.25396825396825,0.0648033016417907,4.34077550231516,0.0378721166533203,0.0595457823136328,-0.0150368362304343,0.0336611487019444,0.0108803138915509,-0.0480647286066517,7.63,2.44,15.23,"0205","02",43.7318715312428,"mesotrophic","8.1"
7461,"Pasquiset Pond",41.425872,-71.631065,31.60592568,3395.621,"mountains",5,128.185562416978,NA,NA,2.02782907070707,609,0.105808402966366,18.6636363636364,0.0712670594798656,4.38813733898145,-0.0247348285706814,-0.0359502927186341,-0.0472096914253981,0.0378493562715627,0.0179393453281357,0.0161606188219338,31.84,12.06,11.56,"0109","01",37.5353344736278,"oligotrophic","8.1"
7496,"Spring Lake",41.983438,-71.662141,38.3726135,4029.0504,"mountains",7,6.16088961206669,NA,NA,1.7356951556917,304.427083333333,0.0549871478513593,10.1470588235294,0.0499168130020586,4.23823151395149,-0.0105727983827129,-0.00223077508186661,-0.0454797039459085,0.0346072053916409,0.0110047524266967,-0.0270175805234027,11.33,10.41,0,"0109","01",36.0093124727241,"oligotrophic","8.1"
7521,"Woods Pond",44.03312,-70.735959,187.1591569,8087.297,"mountains",8.8392,7.02161423339902,30,NA,3.21125,NA,NA,8.24642857142857,0.08256151138988,4.48604919271396,0.0200422469948613,0.0304170725105867,0.0190603664062692,0.0267643634254082,0.0147584741252709,-0.0528445623727252,7.76,4.48,1.42,"0106","01",42.0449372432256,"mesotrophic","5.3"
7540,"Hundred Acre Pond",41.499841,-71.542433,34.37171876,3722.0776,"mountains",11.6,57.7285529668985,NA,NA,10.1999999460993,677.96875,0.0700685373924034,18.2549019607843,0.115745476067393,4.39654352248998,-0.0165910645257422,-0.0177302436578722,-0.0468138599846126,0.0241738804022791,0.00608114921607674,0.0108968787227617,12.88,13.93,18.08,"0109","01",53.3826234842073,"eutrophic","8.1"
7541,"Spring Grove Pond",41.910408,-71.650758,9.059717837,2488.4284,"mountains",4.6,22.7770805131754,NA,30,3.3811329234863,394.705882352941,-0.102072285127445,12.9736842105263,-0.00616635086971486,4.18077794781552,-0.0110226883239109,0.00461167926319927,-0.0481123373041311,0.0363367357919303,0.011206711805475,-0.0262062483127529,4.45,12.47,8.42,"0109","01",42.5506483187843,"mesotrophic","8.1"
7544,"Smith and Sayles Reservoir",41.893897,-71.680543,69.90674723,7117.1767,"mountains",3.4,5.86411881318484,NA,18,1.77753547067347,357.738095238095,-0.0717554824658006,10.4444444444444,-0.0531767637454211,4.37553609703081,-0.0121784138002042,0.00249982834299563,-0.050033380829579,0.0371836481907897,0.00841429840082058,-0.0254140370557596,2.85,16.1,2.06,"0109","01",36.2429850894851,"oligotrophic","8.1"
7593,"Keech Pond",41.8822,-71.691108,19.9241382,3914.6457,"mountains",4.2,75.2140981937176,NA,NA,2.93569179495767,402.833333333333,-0.0114146342866682,12.2017543859649,0.0447543241334204,4.31302434609226,-0.0089988017838559,0.00157360499038377,-0.0510958966564363,0.0336243151905673,0.00824307474633656,-0.0271819268008138,12.8,8.95,2.95,"0109","01",41.1648121128793,"mesotrophic","8.1"
7595,"Long Pond",41.410312,-71.553336,16.87995001,2751.1784,"mountains",8.2,6.74490286597715,NA,NA,1.71415301753552,326.372549019608,0.0914227768687242,8.7962962962963,0.103529529336473,4.44123229351774,-0.0230195065480685,-0.0306970469214163,-0.0468846105655761,0.0321642535248959,0.0161101171929361,0.0160669971661479,0,5.68,6.47,"0109","01",35.8867962856436,"oligotrophic","8.1"
7596,"Silver Lake",41.434603,-71.488531,18.00096354,3234.7843,"mountains",10,6.69886791515606,NA,NA,5.49692932249194,502.107843137255,0.0805428455167499,13.9351851851852,0.136753757540934,4.37829877381858,-0.0202999918284134,-0.0211514209031458,-0.0475582725202107,0.0328048296893151,0.0194994699188858,0.0177253721313162,3.79,80.36,2.68,"0109","01",47.3181002833148,"mesotrophic","8.1"
7598,"Stafford Pond",41.640484,-71.156263,197.4905242,9535.0774,"mountains",7.3,1.78483078379514,NA,NA,11.7616653133475,444.264705882353,0.0201042675977386,23.8070175438597,0.0169292484155466,3.773353467451,-0.0126476854324672,-0.00628456995512861,-0.0423592363579956,0.0217913559121657,-0.00546412758095736,0.00207607926902926,15.06,25.6,2.33,"0109","01",54.7801347544909,"eutrophic","8.1"
7789,"Lake Mishnock",41.653502,-71.590754,19.14800517,2981.0076,"mountains",5.4,3.31213621716397,NA,NA,1.77106369508257,669.642857142857,0.103697219617032,9.07777777777778,0.0402317454920077,5.11261143698067,0.0185493632344521,0.0201810187924192,-0.0578008825677702,0.0334405204484739,0.0016040882897404,-0.00873359358254981,5.99,77.6,0,"0109","01",36.2072029760538,"oligotrophic","8.1"
